Фото;Комнат;Метро;До ближайшего метро;Адрес;Дом;Full Address;Latitude;Longitude;Этаж/Этажность;Общая площадь;Жилая площадь;Кухня;Балкон;Лифт;Телефон;Санузел;Альтернатива;Цена в рублях;Цена в рублях за метр;Телефоны;Дата обновления;ИНКОМ;Источник
10;2;Алексеевская, ВДНХ, Рижская;2т 11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;6/18;70,2;45,47;9,58;Л;П;;2;Нет;20500000;292023;+7(967)062-6391;01.11.2022 7:58:30;Нет;Авито, Циан, ДомКлик
40;2;Алексеевская, ВДНХ, Рижская;11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;6/18;70,2;45,5;9,6;;ПГ;;2;;20500000;292023;+7(965)239-3843;01.11.2022 14:13:47;Нет;Циан, Яндекс
39;3;Алексеевская;8п;Москва, Новоалексеевская ул.;13 корпус 1;Москва, Новоалексеевская ул. 13 корпус 1 ;55.8102847;37.6473415;12/16;64,8;46,6;7,8;Л;ПГ;;Р;Да;20500000;316358;+7(965)239-3843;01.11.2022 14:14:18;Нет;Авито, Циан, ДомКлик, Яндекс
9;2;Алексеевская, Рижская, Марьина роща;10п;Москва, Мира пр-т.;102 строение 17;Москва, Мира пр-т. 102 строение 17 ;55.777676;37.6318879;3/3;46,3;;;;П;;Р;Нет;20800000;449244;+7(910)425-2204;01.11.2022 10:24:00;Нет;Циан
12;2;Алексеевская, ВДНХ, Рижская;6п;Москва, 3-я Мытищинская ул.;3 корпус 1;Москва, 3-я Мытищинская ул. 3 корпус 1 ;55.8065471;37.6450223;3/17;52;32;10;Б;ПГ;;Р;Нет;20900000;401923;+7(966)062-8030;01.11.2022 12:25:50;Нет;Циан
12;2;ВДНХ;8п;Москва, Кибальчича ул.;2 корпус 1;Москва, Кибальчича ул. 2 корпус 1 ;55.8161008;37.6430433;7/12;57,6;31,8;9,1;Л;ПГ;;Р;Нет;20900000;362847;+7(965)285-5453, +7(965)396-8245;01.11.2022 12:24:37;Нет;Авито, Циан, ДомКлик, Юла, Яндекс
15;2;ВДНХ;7п;Москва, Бориса Галушкина ул.;10;Москва, Бориса Галушкина ул. 10 ;55.8245461;37.6530233;6/9;57;28;13;Б;П;;С;Нет;20990000;368246;+7(964)538-2918;01.11.2022 10:23:38;Нет;Циан
4;2;Алексеевская, ВДНХ, Рижская;1т 7п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;3/20;59,7;33;11;;ПГ;;С;;21000000;351759;+7(916)001-3325;01.11.2022 14:15:23;Нет;Авито, Циан
39;2;Проспект Мира, Сокольники, Бутырская;4т;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;14/21;50,3;31,1;11;;ПГ;;2;Нет;21250000;422465;+7(962)363-5397;01.11.2022 16:58:55;Нет;Авито, Циан, ДомКлик
8;2;Алексеевская;2п;Москва, Мира пр-т.;112;Москва, Мира пр-т. 112 ;55.80758660000001;37.6380381;5/9;51,4;31,9;8;Б;П;;С;Нет;21250000;413424;+7(966)049-0059;01.11.2022 12:25:04;Нет;Авито, Циан, ДомКлик, Яндекс
19;3;Алексеевская, ВДНХ, Выставочный центр;10п;Москва, Новоалексеевская ул.;13 корпус 1;Москва, Новоалексеевская ул. 13 корпус 1 ;55.8102847;37.6473415;11/16;65;46,6;7,8;Л;П;;Р;Нет;21250000;326923;+7(985)710-9427;01.11.2022 12:24:26;Нет;Циан, ДомКлик
22;1;Алексеевская, ВДНХ, Рижская;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;7/21;41,6;34;7;Л;П;Да;С;Нет;21300000;512019;+7(965)209-6961;01.11.2022 10:23:22;Нет;Авито, Циан, ДомКлик
15;1;Алексеевская, ВДНХ, Рижская;2т 12п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;8/12;43;16,7;18;Л;ПГ;Да;С;Нет;21300000;495349;+7(909)911-4100;01.11.2022 7:57:47;Нет;Авито, Циан, ДомКлик
27;2;Алексеевская, ВДНХ, Рижская;8п;Москва, Староалексеевская ул.;5А;Москва, Староалексеевская ул. 5А ;55.8114334;37.64523270000001;13/27;69,1;44;15;Б;ПГ;;Р;Нет;21400000;309696;+7(966)053-1406;01.11.2022 16:58:09;Нет;Авито, Циан, ДомКлик
12;3;Алексеевская, Рижская, Марьина роща;6п;Москва, Мира пр-т.;108;Москва, Мира пр-т. 108 ;55.803953;37.6370314;2/10;71,5;44;7,6;;П;;Р;Нет;21500000;300699;+7(964)720-8509;01.11.2022 12:23:47;Нет;Авито, Циан, ДомКлик
12;2;Алексеевская, ВДНХ, Рижская;6п;Москва, 3-я Мытищинская ул.;3 корпус 2;Москва, 3-я Мытищинская ул. 3 корпус 2 ;55.8057865;37.64434749999999;4/17;51;30,5;9,7;Л;П;;С;Нет;21500000;421569;+7(966)047-9307;01.11.2022 12:28:14;Нет;Циан
15;2;Алексеевская, ВДНХ, Рижская;6п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;10/19;50;30,6;4,8;Л;ПГ;;С;;21500000;430000;+7(964)782-0762;01.11.2022 12:27:32;Нет;Циан
10;2;Алексеевская;10п;Москва, Староалексеевская ул.;5А;Москва, Староалексеевская ул. 5А ;55.8114334;37.64523270000001;4/27;62;34,9;4,9;;ПГ;;С;Нет;21500000;346774;+7(966)062-1591;01.11.2022 14:15:23;Нет;Авито, Циан, ДомКлик
15;2;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;4/11;62;32,2;13,8;Л;ПГ;;2;Нет;21500000;346774;+7(906)039-8628;01.11.2022 10:24:37;Нет;Авито, Циан, ДомКлик
1;2;Алексеевская, ВДНХ, Комсомольская;7п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;3/19;63,7;33,3;14;;ПГ;;Р;;21500000;337520;+7(916)604-2387;01.11.2022 12:26:14;Нет;Циан
39;2;Алексеевская, ВДНХ, Выставочный центр;8п;Москва, Староалексеевская ул.;3;Москва, Староалексеевская ул. 3 ;55.8103396;37.64412780000001;5/20;55,7;32,9;10,7;Л;ПГ;;Р;Нет;21500000;385996;+7(966)058-4616, +7(966)058-4689;01.11.2022 12:26:32;Нет;Циан, ДомКлик
20;2;Алексеевская, ВДНХ, Выставочный центр;8п;Москва, Староалексеевская ул.;3;Москва, Староалексеевская ул. 3 ;55.8103396;37.64412780000001;18/20;58;32,5;11;Л;П;;Р;Нет;21700000;374138;+7(966)027-2214, +7(909)997-1945;01.11.2022 12:26:32;Нет;Авито, Циан, ДомКлик
26;2;-;;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;4/17;70,4;45,7;10;;ПГ;;С;Нет;21700000;308239;+7(903)120-9714;01.11.2022 12:23:23;Нет;Авито, Циан, ДомКлик
25;3;ВДНХ, Алексеевская, Выставочный центр;19п;Москва, Рижский пр.;5;Москва, Рижский пр. 5 ;55.8130029;37.6594333;1/8;82,2;47,6;10,6;;П;;Р;Нет;21800000;265207;+7(909)934-2405;01.11.2022 12:24:53;Нет;Циан
21;3;Алексеевская, Рижская, ВДНХ;4п;Москва, Новоалексеевская ул.;4 корпус 4;Москва, Новоалексеевская ул. 4 корпус 4 ;55.80562399999999;37.641239;2/14;75;50;11;Л2;П;;Р;Нет;21800000;290667;+7(962)365-0972;01.11.2022 12:25:56;Нет;Циан
13;2;Алексеевская, ВДНХ, Рижская;15п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;4/17;71,13;45,6;9,5;;ПГ;;2;Нет;21850000;307184;+7(969)076-9686;01.11.2022 10:25:02;Нет;Авито, Циан, ДомКлик
2;2;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;10/20;69,85;45;10;;П;;2;Нет;22000000;314961;+7(966)051-3066;01.11.2022 12:25:50;Нет;Циан, ДомКлик
8;2;Алексеевская, Рижская, ВДНХ;1т 5п;Москва, Староалексеевская ул.;3;Москва, Староалексеевская ул. 3 ;55.8103396;37.64412780000001;5/20;60,1;34;10;Б;ПГ;Да;Р;Нет;22000000;366057;+7(915)159-6977;01.11.2022 12:26:02;Нет;Авито, Циан, ДомКлик
7;1;Алексеевская, ВДНХ, Рижская;2т 10п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;15/22;48;;18;;;;С;Нет;22000000;458333;+7(915)383-2610;01.11.2022 12:24:58;Нет;Авито, Циан
17;1;Алексеевская, ВДНХ, Рижская;2т 12п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;17/19;50,2;15,2;21,4;Л;ПГ;Да;С;Нет;22000000;438247;+7(963)720-6430;01.11.2022 7:58:38;Нет;Авито, Циан, ДомКлик
17;2;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;17/21;50,2;29;15;;ПГ;;Р;Нет;22000000;438247;+7(965)110-0819, +7(909)998-5164;01.11.2022 10:21:18;Нет;Авито, Циан, ДомКлик, ОГРК
24;3;ВДНХ, Алексеевская;1т 4п;Москва, Кибальчича ул.;3;Москва, Кибальчича ул. 3 ;55.8169389;37.6426832;5/5;77,4;50,6;8,4;Б;;;Р;Да;22000000;284238;+7(909)926-0979;01.11.2022 7:58:44;Нет;Авито, Циан, ДомКлик
20;2;ВДНХ, Алексеевская, Выставочный центр;19п;Москва, Рижский пр.;5;Москва, Рижский пр. 5 ;55.8130029;37.6594333;5/8;67,8;36,5;11,4;Б;П;;2;Нет;22000000;324484;+7(967)283-5083;01.11.2022 12:23:36;Нет;Авито, Циан, ДомКлик
34;3;ВДНХ, Улица Сергея Эйзенштейна, Выставочный центр;12п;Москва, Бориса Галушкина ул.;14 корпус 1;Москва, Бориса Галушкина ул. 14 корпус 1 ;55.823507;37.65513;2/9;66;40;10;Л2;П;;Р;Нет;22300000;337879;+7(965)109-7177;01.11.2022 12:27:39;Нет;Циан
9;2;Алексеевская;10п;Москва, Староалексеевская ул.;5А;Москва, Староалексеевская ул. 5А ;55.8114334;37.64523270000001;5/27;63,5;36;6,9;;ПГ;;С;Нет;22500000;354331;+7(966)062-1591;01.11.2022 12:27:00;Нет;Авито, Циан, ДомКлик
25;5;ВДНХ;6п;Москва, Космонавтов ул.;6;Москва, Космонавтов ул. 6 ;55.820823;37.648207;3/8;83,3;59,9;8,5;Б;П;;Р;Да;22500000;270108;+7(985)163-0793;01.11.2022 15:26:32;Нет;Авито, Циан, ДомКлик, Яндекс
10;1;Алексеевская, ВДНХ, Рижская;2т 10п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;7/19;43,5;12,8;19,1;Л;ПГ;;С;Нет;22500000;517241;+7(967)062-6842;01.11.2022 7:58:38;Нет;Авито, Циан, ДомКлик
10;1;Алексеевская, ВДНХ, Рижская;5п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;7/19;43,5;12,8;19,1;Л;ПГ;Да;С;;22500000;517241;+7(962)364-7994, +7(965)109-7429;01.11.2022 7:57:39;Нет;Авито, Циан, Яндекс
14;3;Алексеевская, ВДНХ, Рижская;11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;3/3;78,4;47,9;9;;П;;2;Нет;22500000;286990;+7(962)925-9648, +7(916)282-4819;01.11.2022 12:24:58;Нет;Авито, Циан, ДомКлик
17;3;ВДНХ, Алексеевская, Выставочный центр;7п;Москва, Мира пр-т.;124 корпус 16;Москва, Мира пр-т. 124 корпус 16 ;55.8141793;37.6406572;3/5;66;38;16;Б;;Нет;Р;Нет;22500000;340909;+7(916)472-3655;01.11.2022 12:24:48;Нет;Авито, Циан, ДомКлик, ОГРК, Яндекс
17;3;Алексеевская, ВДНХ, Улица академика Королёва;4п;Москва, Староалексеевская ул.;16;Москва, Староалексеевская ул. 16 ;55.80860999999999;37.641807;7/16;68;46;8;Л;П;Да;Р;Да;22500000;330882;+7(965)106-7991, +7(985)254-2074;01.11.2022 15:27:13;Нет;Циан
27;2;Алексеевская, ВДНХ, Рижская;6п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;12/21;60;30;12,2;Л;ПГ;;2;Нет;22600000;376667;+7(965)240-6963;01.11.2022 10:21:07;Нет;Авито, Циан, ДомКлик
16;2;Алексеевская, ВДНХ, Выставочный центр;8п;Москва, Староалексеевская ул.;3;Москва, Староалексеевская ул. 3 ;55.8103396;37.64412780000001;15/20;58,8;33,7;11,1;;;;;Нет;22700000;386054;+7(915)023-4200;01.11.2022 12:25:15;Нет;Циан
22;3;ВДНХ, Алексеевская;15п;Москва, Рижский пр.;9;Москва, Рижский пр. 9 ;55.8155721;37.6613324;2/9;81,3;55;9;;П;;С;Нет;22750000;279828;+7(985)073-9630;01.11.2022 12:26:20;Нет;Авито, Циан, ДомКлик
12;3;ВДНХ;16п;Москва, Рижский пр.;7;Москва, Рижский пр. 7 ;55.814407;37.660765;2/8;75,4;49,7;8,8;Б;П;Нет;Р;Нет;22790000;302255;+7(800)550-6799, +7(926)898-9030;01.11.2022 14:13:47;Нет;Авито, Циан, ДомКлик, ОГРК, Яндекс
26;2;Алексеевская;5п;Москва, Староалексеевская ул.;3;Москва, Староалексеевская ул. 3 ;55.8103396;37.64412780000001;4/20;60,1;34,6;10,5;Л;ПГ;;Р;Нет;22800000;379368;+7(965)115-5289;01.11.2022 12:25:56;Нет;Авито, Циан, ДомКлик
23;3;Алексеевская, ВДНХ, Рижская;15п;Москва, Рижский пр.;9;Москва, Рижский пр. 9 ;55.8155721;37.6613324;2/9;85;59;9;;П;;Р;Нет;22950000;270000;+7(962)364-5857;01.11.2022 12:23:36;Нет;Авито, Циан, ДомКлик, Яндекс
13;4;ВДНХ, Алексеевская, Выставочный центр;8п;Москва, Ярославская ул.;3;Москва, Ярославская ул. 3 ;55.814462;37.645681;5/5;73;50,7;7,5;Б2;;;Р;Да;22999000;315055;+7(905)716-5173;01.11.2022 12:26:14;Нет;Циан
